Wall time,Step,Value
1711156314.6468675,18,1.5590680837631226
1711156356.0337706,47,1.5882619619369507
1711156377.4595335,62,1.5880106687545776
1711156378.8721385,63,1.5863624811172485
1711156415.8490145,89,1.6080865859985352
1711156435.3965495,103,1.5747531652450562
1711156440.9941168,107,1.5828263759613037
1711156469.9277594,128,1.5535579919815063
1711156519.673215,164,1.5851945877075195
1711156530.9107878,172,1.5554662942886353
1711156557.6256895,191,1.595354676246643
1711156574.5728486,203,1.5861742496490479
1711156631.9847918,244,1.597028136253357
1711156652.7941895,259,1.5927890539169312
1711156684.6729481,282,1.5636992454528809
1711156688.7269328,285,1.575076937675476
1711156735.299525,319,1.5581167936325073
1711156801.5842965,366,1.536157488822937
1711156829.494204,386,1.5800434350967407
1711156851.7321298,402,1.5258044004440308
1711156870.8297997,415,1.563377022743225
1711156902.4425528,437,1.5579628944396973
1711156942.2468946,465,1.569915771484375
1711156956.1432254,475,1.5631481409072876
1711156964.3847961,481,1.5454233884811401
1711157004.585368,510,1.5214252471923828
1711157036.6139276,533,1.4928257465362549
1711157043.5126965,538,1.3764561414718628
1711157046.2315335,540,1.518670678138733
1711157068.243288,556,1.4712895154953003
1711157076.7326627,562,1.4431540966033936
1711157123.081271,594,1.5244122743606567
1711157125.8672383,596,1.5235146284103394
1711157184.280335,637,1.5836158990859985
1711157192.7888584,643,1.5762423276901245
1711157194.2210977,644,1.5514730215072632
1711157214.0192692,658,1.5564963817596436
1711157237.6254508,675,1.5659453868865967
1711157302.346375,721,1.5513406991958618
1711157361.6664321,764,1.5158650875091553
1711157377.1840804,775,1.492467999458313
1711157417.8900528,804,1.5063186883926392
1711157491.0465715,857,1.502703070640564
1711157503.3875227,866,1.4813562631607056
1711157531.3329709,886,1.4920570850372314
1711157610.4723141,942,1.4609081745147705
1711157690.7415533,999,1.4377020597457886
1711157712.8021173,1015,1.5107343196868896
1711157727.820786,1026,1.5256247520446777
1711157743.0346334,1037,1.4824479818344116
1711157769.2876651,1056,1.5329580307006836
1711157790.1907318,1071,1.5639592409133911
1711157798.6826687,1077,1.5622206926345825
1711157843.3430269,1109,1.5091670751571655
1711157846.1318707,1111,1.442077875137329
1711157865.7925594,1125,1.5473439693450928
1711157875.5881944,1132,1.5644137859344482
1711157902.7160761,1151,1.5553778409957886
1711157904.1680598,1152,1.5679330825805664
1711157921.157314,1164,1.4477957487106323
1711157935.3750103,1174,1.5509816408157349
1711157938.1364837,1176,1.586466908454895
1711157949.3442857,1184,1.576507806777954
1711157996.4291542,1218,1.5797919034957886
1711158043.2063293,1252,1.5169782638549805
1711158046.004885,1254,1.456953525543213
1711158050.2310145,1257,1.5375511646270752
1711158055.8346398,1261,1.5451433658599854
1711158064.0366154,1267,1.5572177171707153
1711158069.5581698,1271,1.574209213256836
1711158145.0962756,1325,1.4936667680740356
1711158172.718252,1345,1.5091630220413208
1711158213.6495967,1375,1.5131524801254272
1711158214.9864845,1376,1.497071623802185
1711158270.8474107,1417,1.5034478902816772
1711158326.2284057,1457,1.3521857261657715
1711158327.6368008,1458,1.5243467092514038
1711158377.8781378,1494,1.5448883771896362
1711158388.8300261,1502,1.5409514904022217
1711158400.0583577,1510,1.4955883026123047
1711158404.1906226,1513,1.4513440132141113
1711158453.671639,1548,1.5381133556365967
1711158458.0554016,1551,1.4410011768341064
1711158477.8555613,1565,1.5607380867004395
1711158481.988349,1568,1.4417623281478882
1711158505.2955875,1585,1.4779301881790161
1711158520.4087057,1596,1.472327709197998
1711158563.3473227,1627,1.419858694076538
1711158574.264916,1635,1.4473109245300293
1711158622.3676093,1670,1.571746587753296
1711158643.4553332,1685,1.4922122955322266
1711158667.2007468,1702,1.5474375486373901
1711158670.036372,1704,1.513609528541565
1711158679.7079117,1711,1.520984411239624
1711158771.5080554,1777,1.4842240810394287
1711158868.2975636,1847,1.4884099960327148
1711158886.551618,1860,1.544773817062378
1711158896.4925966,1867,1.5183660984039307
1711158940.993207,1899,1.532879114151001
1711158945.1563013,1902,1.5473825931549072
1711158954.9396734,1909,1.4928823709487915
1711158998.4005616,1940,1.4429999589920044
1711159025.9217322,1960,1.515123963356018
1711159027.3048902,1961,1.5178698301315308
1711159052.0241103,1979,1.5079094171524048
1711159178.136045,2070,1.4518547058105469
1711159190.7053878,2079,1.4786467552185059
1711159204.784636,2089,1.566127896308899
1711159220.1994762,2100,1.5379085540771484
1711159373.0864444,2209,1.4425926208496094
1711159415.5890672,2239,1.4466216564178467
1711159527.5686917,2319,1.4105215072631836
1711159583.2999117,2359,1.5068018436431885
1711159632.9143958,2394,1.415763258934021
1711159691.3856294,2436,1.5538651943206787
1711159698.3989418,2441,1.5108431577682495
1711159716.5428395,2454,1.4679803848266602
1711159727.6944437,2462,1.3545889854431152
1711159731.8366108,2465,1.428662657737732
1711159759.5730877,2485,1.5641976594924927
1711159784.804267,2503,1.507430076599121
1711159804.4152436,2517,1.450848937034607
1711159822.3288615,2530,1.5192558765411377
1711159887.1681795,2577,1.5389940738677979
1711159888.5429041,2578,1.2040257453918457
1711159917.370041,2599,1.4154808521270752
1711159956.3379927,2627,1.3708157539367676
1711159967.2735505,2635,1.368628978729248
1711159978.3052583,2643,1.3810924291610718
1711160034.7476263,2684,1.3671404123306274
1711160047.195188,2693,1.498109221458435
1711160068.3533673,2708,1.387353539466858
1711160080.8687105,2717,1.4041545391082764
1711160104.1770225,2734,1.3515887260437012
1711160112.481133,2740,1.4763717651367188
1711160130.4618556,2753,1.539544939994812
1711160131.8667648,2754,1.5373891592025757
1711160133.3153641,2755,1.3422566652297974
1711160147.2066739,2765,1.5200973749160767
1711160151.5046287,2768,1.51240074634552
1711160174.8036366,2785,1.3382929563522339
1711160212.2860916,2812,1.4387377500534058
1711160243.012099,2834,1.5387399196624756
1711160256.9116893,2844,1.47987961769104
1711160281.220996,2861,1.3878048658370972
1711160364.7533646,2921,1.4715274572372437
1711160408.209214,2952,1.3830429315567017
1711160412.565332,2955,1.5541033744812012
1711160421.9359376,2962,1.2702635526657104
1711160437.2839215,2973,1.3008942604064941
1711160522.4733274,3034,1.5465662479400635
1711160588.9259439,3083,1.510608434677124
1711160590.26759,3084,1.4252562522888184
1711160615.9245687,3103,1.5199429988861084
1711160617.3418944,3104,1.317136287689209
1711160618.7159016,3105,1.4398707151412964
1711160639.5489259,3120,1.540071964263916
1711160674.7176373,3145,1.4488264322280884
1711160713.702296,3173,1.48698890209198
1711160739.8454938,3192,1.5373512506484985
1711160749.3867774,3199,1.495398759841919
1711160774.2096133,3217,1.4982565641403198
1711160778.3282714,3220,1.4922618865966797
1711160807.9622283,3241,1.3341540098190308
1711160841.2785618,3265,1.4710450172424316
