Wall time,Step,Value
1710993285.224138,18,1.5977811813354492
1710993325.0673234,47,1.60699462890625
1710993345.5788274,62,1.6027050018310547
1710993346.9331603,63,1.5976743698120117
1710993382.088934,89,1.5951533317565918
1710993401.2945232,103,1.5774286985397339
1710993406.7104177,107,1.5872321128845215
1710993434.9272213,128,1.5288697481155396
1710993484.400781,164,1.5754973888397217
1710993495.452729,172,1.6036083698272705
1710993520.980073,191,1.571177363395691
1710993536.7959852,203,1.574355959892273
1710993590.5231214,244,1.5467660427093506
1710993610.749107,259,1.5808829069137573
1710993640.5859678,282,1.5195406675338745
1710993644.617146,285,1.5461690425872803
1710993689.1791785,319,1.592368245124817
1710993750.2986622,366,1.548962116241455
1710993776.4914155,386,1.598854899406433
1710993797.096858,402,1.4879142045974731
1710993813.949693,415,1.588739037513733
1710993842.6235943,437,1.586194634437561
1710993878.874608,465,1.5785369873046875
1710993891.8379493,475,1.569259524345398
1710993899.5974905,481,1.5836795568466187
1710993937.4112022,510,1.5575543642044067
1710993967.6198306,533,1.5296390056610107
1710993974.0558684,538,1.5876193046569824
1710993976.621099,540,1.572760820388794
1710993997.7998273,556,1.5497535467147827
1710994005.587669,562,1.568683385848999
1710994047.0537684,594,1.5522009134292603
1710994049.689361,596,1.4767752885818481
1710994103.313313,637,1.415279507637024
1710994111.1106658,643,1.573398470878601
1710994112.4126446,644,1.5705474615097046
1710994130.7400844,658,1.4987614154815674
1710994152.7705312,675,1.5458598136901855
1710994211.9361591,721,1.4916352033615112
1710994265.9347713,764,1.5478142499923706
1710994279.707111,775,1.597450613975525
1710994315.5279324,804,1.5365742444992065
1710994381.5006306,857,1.5651252269744873
1710994392.8744144,866,1.5724741220474243
1710994417.8680937,886,1.583755612373352
1710994488.3041356,942,1.5339899063110352
1710994560.0185683,999,1.584591269493103
1710994580.3613856,1015,1.5244063138961792
1710994594.3222513,1026,1.5072870254516602
1710994608.1912525,1037,1.5858030319213867
1710994632.4798923,1056,1.5639142990112305
1710994651.770932,1071,1.514403223991394
1710994659.2807462,1077,1.510743260383606
1710994699.5185528,1109,1.5145578384399414
1710994702.0152094,1111,1.3972117900848389
1710994719.7593982,1125,1.5488159656524658
