Wall time,Step,Value
1710931004.5520427,18,-4.800000190734863
1710931045.1818876,47,-3.0
1710931066.0044496,62,5.400000095367432
1710931103.4988205,89,9.600000381469727
1710931123.0350158,103,20.866666793823242
1710931128.7253885,107,-6.666666507720947
1710931157.9386344,128,0.4000000059604645
1710931208.6904025,164,5.866666793823242
1710931220.0737453,172,2.4000000953674316
1710931322.1721714,244,-7.333333492279053
1710931342.8957717,259,4.800000190734863
1710931374.5667386,282,-3.0
1710931517.1062813,386,-9.0
1710931538.8026824,402,7.066666603088379
1710931556.5306945,415,-9.199999809265137
1710931586.7254598,437,12.066666603088379
1710931625.3409731,465,18.0
1710931639.228329,475,16.799999237060547
1710931647.393712,481,14.933333396911621
1710931687.35233,510,-21.200000762939453
1710931718.927549,533,10.066666603088379
1710931725.9300308,538,18.933332443237305
1710931728.7346165,540,-6.333333492279053
1710931750.7132123,556,4.0
1710931805.088561,596,-1.600000023841858
1710931861.3986251,637,4.199999809265137
1710931869.485863,643,17.733333587646484
1710931870.8547366,644,15.066666603088379
1710931890.1624527,658,18.66666603088379
1710931913.5983646,675,12.800000190734863
1710932035.7174325,764,-9.266666412353516
1710932050.8021173,775,-2.3333332538604736
1710932090.5453832,804,5.133333206176758
1710932175.4153416,866,9.733333587646484
1710932202.8330753,886,5.599999904632568
1710932379.2158792,1015,-2.5999999046325684
1710932394.221455,1026,19.066667556762695
1710932409.1468637,1037,3.866666555404663
1710932455.452937,1071,20.399999618530273
1710932510.2463295,1111,10.600000381469727
1710932529.4349568,1125,-3.133333444595337
1710932538.9786825,1132,1.1333333253860474
1710932565.950499,1152,5.266666889190674
1710932582.3093724,1164,13.933333396911621
1710932598.792335,1176,25.133333206176758
1710932609.7071908,1184,1.2666666507720947
1710932656.1503088,1218,14.933333396911621
1710932702.8035278,1252,4.666666507720947
1710932705.5769327,1254,12.199999809265137
1710932723.3231812,1267,-4.0
1710932728.9201117,1271,16.066667556762695
1710932872.3419018,1376,11.600000381469727
1710932928.2026958,1417,14.600000381469727
1710932982.9640098,1457,31.200000762939453
1710932984.317537,1458,0.8666666746139526
1710933033.613081,1494,21.266666412353516
1710933055.465598,1510,1.8666666746139526
1710933059.539281,1513,-0.7333333492279053
1710933107.3327892,1548,4.800000190734863
1710933111.366777,1551,5.866666793823242
1710933130.3589542,1565,22.600000381469727
1710933215.127687,1627,21.399999618530273
1710933226.002676,1635,16.133333206176758
1710933273.707064,1670,18.399999618530273
1710933317.5518804,1702,8.733333587646484
1710933329.644454,1711,23.200000762939453
1710933515.256388,1847,-2.0
1710933532.8028932,1860,-6.0
1710933586.3102138,1899,16.266666412353516
1710933599.9956763,1909,3.5333333015441895
1710933642.5006306,1940,5.599999904632568
1710933669.698935,1960,4.400000095367432
1710933671.0401835,1961,11.533333778381348
1710933819.935903,2070,8.533333778381348
1710933832.0474944,2079,16.399999618530273
1710933845.5754812,2089,9.333333015441895
1710933860.765141,2100,-1.4666666984558105
1710934009.3356633,2209,21.266666412353516
1710934159.06536,2319,-4.0
1710934213.1361368,2359,9.800000190734863
1710934318.6314127,2436,17.53333282470703
1710934325.4148526,2441,1.8666666746139526
1710934343.129912,2454,24.066667556762695
1710934354.1141279,2462,31.066667556762695
1710934358.2648427,2465,16.46666717529297
1710934385.5060709,2485,13.266666412353516
1710934409.9785085,2503,28.266666412353516
1710934428.942644,2517,21.399999618530273
1710934511.0087473,2577,5.4666666984558105
1710934512.3729858,2578,19.66666603088379
1710934540.9513116,2599,18.399999618530273
